,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,CoinName,class
TSC,Scrypt,PoW/PoS,1059954080.43439,18000000000,-0.1996976561097672,1.1049249383751167,-0.4571359368479551,ThunderStake,0
KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000,-0.2175442652482555,1.7102707043372007,0.475456217788974,Kcash,0
XCG,X16R,PoW,9753753.61515394,100000000,-0.19273613087047245,-1.3460459985850464,0.26208338399563746,Xchange,3
AAC,ECC 256K1,DPOS,1000000000.0,1000000000,-0.33000061238926215,2.61649186292907,16.58745843088593,Acute Angle Cloud,1
CRYP,Equihash,PoW,4235111504.0,7600000000,-0.02417149261944624,-2.0573454520883407,0.23362277351201707,CrypticCoin,3
BTXC,XEVAN,PoS,6787405.18013774,50000000,-0.3014505462882217,1.1696098620668003,-0.4800484141389514,Bettex coin,0
ACM,Lyra2Z,PoW,13634850.0,84000000,-0.15592430368405988,-2.209091998287115,0.34505834624822634,Actinium,3
BSV,SHA-256,PoW,17992514.6469233,21000000,-0.1474868087510169,-1.3426888737922495,0.15825519734594365,Bitcoin SV,3
BITM,XEVAN,Pos,208515864.367343,70000000000,0.4315730976734383,0.8389150439567361,-0.962600659560956,BitMoney,0
JMC,X11,PoS,17209923728.3266,0,-0.13285835112783478,0.9685050043764892,-0.2690892635458616,Junson Ming Chan Coin,0
FRED,CryptoNight,PoW,1867054873.28397,8080000000,0.3812232033643218,-2.3235650581792626,0.33355268432882046,FREDEnergy,3
HERB,Quark,PoW/PoS,35312185.7437239,54000000,-0.3962505911545741,1.6860916865655462,-0.4631559401626467,HerbCoin,0
UMO,Blake,PoW,1578281.31341127,105120001.44,-0.12935373875849984,-2.3108722729961255,0.246262085352353,Universal Molecule,3
LIT,Blake,PoW,15846721.2482747,25228800,-0.12974552492206629,-2.3108290794990496,0.24626397492679622,Lithium,3
PIRATE,Equihash,PoS,13475920.0,105000000,-0.2528341644292833,-0.11201780255286976,-0.023191596890120587,PirateCash,0
EXO,Exosis,PoW,406091.925,21000000,-0.19094400900913108,-2.152241641912652,0.38125011450047064,Exosis,3
BLTG,Scrypt,PoW,35284717.173946,120000000,-0.17324971416332782,-1.0638896037091512,0.01801324516142197,Block-Logic,3
OWC,Scrypt,PoW/PoS,14777549.3940764,21000000,-0.33988112054200004,1.1128083809300748,-0.45653858078985016,Oduwa,0
BEAM,Equihash,PoW,35687520.0,262800000,-0.12748819336597672,-2.055756612122751,0.23401912819081397,Beam,3
GALI,Quark,PoW/PoS,18265011.2486006,19035999,-0.3967066996458186,1.6861005372941158,-0.463154171289574,Galilel,0
BTH,Equihash,PoW,25150787.5,30886000,-0.12926044976149942,-2.0556536512001258,0.234026714480472,Bithereum,3
CSPN,Quark,PoS,1934701.67524713,13370000,-0.3552234646850047,1.4531104183167758,-0.24581411942864892,Crypto Sports,0
CREDIT,Scrypt,PoW/PoS,30825710000.0296,74800000000,0.5665868072606342,1.091441019015794,-0.4600933176800396,Credit,0
SLC,QuBit,PoW,12925790.4226959,100000000,-0.18508937901980088,-1.548884531395109,0.24797863796183411,SLICE,3
DASHP,X11,PoS,715659.44237941,19700000,-0.3430305760390932,0.9610683739025413,-0.26839393583612786,Dash Platinum,0
NSD,Scrypt,PoW/PoS,20546528.2059957,84000000,-0.33936416095074207,1.112781665856742,-0.45654075916798786,Nasdacoin,0
BEET,XEVAN,PoW/PoS,198938144.363399,500000000,-0.3376362696026747,1.4024698848745265,-0.6974092946425587,Beetle Coin,0
TTN,SHA-256D,PoW/PoS,896361168.0,5000000000,-0.28863960343416634,1.9436620729461183,-0.6808736891979099,Titan Coin,0
AWR,X11,PoW/PoS,15420234.5389336,420000000,-0.38173705472155,1.1938748503784788,-0.4857461060089713,Award,0
BLAST,SHA-256,PoW,52293836.6277958,64000000,-0.146762891096411,-1.342694002882017,0.15825248261359823,BLAST,3
XRC,X13,PoW,1170292.5,2100000,-0.1079038429243621,-0.3821345551057001,-0.015018026224535382,Bitcoin Rhodium,3
GLT,SHA-256,PoW,84613099.9999955,168000000,-0.1456309116781343,-1.3427282652528612,0.15824796470170707,GlobalToken,3
INSN,X11,PoW/PoS,23775960.3207514,30000000,-0.38439872507998707,1.1940592493577085,-0.48573440292779146,Insane Coin,0
ALX,DPoS,DPoS,1000000000.0,1000000000,3.7355395230408375,1.9254426376108547,0.3058011803081536,ALAX,0
LDOGE,Scrypt,PoW/PoS,15318887081.0146,35000000000,0.09503185858964147,1.1031983920248383,-0.4582374278494394,LiteDoge,0
SLR,Scrypt,PoW,55565076.3863525,98100000000,0.5213459012437726,-1.1093015262465802,0.014987359212025948,SolarCoin,3
TRK,X11,PoW/PoS,242574105.22384,0,-0.38193741593974945,1.1941675898135715,-0.4857423248387324,TruckCoin,0
UFO,NeoScrypt,PoW,3824685012.0,4000000000,-0.10735566670410829,-1.595830307596929,0.2632357857863982,UFO Coin,3
OC,Scrypt,PoW/PoS,3537150.0,200000000,-0.3387499818829605,1.1127205503822932,-0.45654365273417546,OrangeCoin,0
BLC,Blake,PoW,23356790.1494191,7000000000,-0.0802261391717522,-2.3140591390260274,0.24604832990762854,BlakeCoin,3
BITS,Scrypt,PoW/PoS,20576532.0,54256119,-0.33957457808545,1.1127954672036953,-0.456539842059251,BitstarCoin,0
NEOS,SHA-256,PoS,4392258.24647793,21000000,-0.27160927170122845,0.6009805009494651,-0.09896074794310854,NeosCoin,0
HYPER,Scrypt,PoW/PoS,9631199.99309942,0,-0.3400928326891545,1.112815894753135,-0.45653772431210016,HyperCoin,0
PINK,X11,PoW/PoS,436353624.490312,500000000,-0.37602594403743667,1.194019439654595,-0.485765598392201,PinkCoin,0
CESC,Scrypt,PoW,780210700.0,1000000000,-0.1579098237058447,-1.0639760358659578,0.017955951145798572,Crypto Escudo,3
ADC,Scrypt,PoW/PoS,980732528.97974,10500000000,-0.25381552087531706,1.1083675279907592,-0.456901175753196,AudioCoin,0
NKA,SHA-256,PoW/PoS,17939725045.334,190000000,-0.09294886886070712,0.8416287485951388,-0.31703048246671595,IncaKoin,0
PIGGY,X11,PoW/PoS,494240666.028571,1000000000,-0.3717751990994483,1.1938126382712368,-0.4857833764889352,Piggy Coin,0
CRW,SHA-256,PoW,22986929.0854247,42000000,-0.1472769533842613,-1.3426964531904741,0.15825434701240484,Crown Coin,3
GEN,Scrypt,PoW/PoS,60000000.0,15000000,-0.33937098173240243,1.112830680375395,-0.4565402243281671,Genstake,0
SMLY,Scrypt,PoW,29583989322.9213,50000000000,0.5413427261380753,-1.0742592919243925,0.015278292118859482,SmileyCoin,3
MI,Scrypt,PoW/PoS,404316475.545465,400000000,-0.3324347764834968,1.1128008126531297,-0.45656603501057164,XiaoMiCoin,0
GRS,Groestl,PoW,73298203.8873662,105000000,-0.20064414199839808,-1.293145248614691,0.13908544393887592,Groestlcoin,3
CPC,X11,PoW/PoS,201364327.427503,208000000,-0.38096701754463885,1.1940533809195022,-0.485747080184391,CapriCoin,0
CLUB,Scrypt,PoW/PoS,103621876.167052,160000000,-0.33781032260002103,1.1127822898084283,-0.4565464651618996, ClubCoin,0
RADS,PoS,PoS,3821245.74150193,9000000,-0.3579058247500332,1.5578326673774758,-0.18478752076865562,Radium,0
BTA,Scrypt,PoW,5052555.91981545,5000000,-0.1744341402405909,-1.0638493412647956,0.01801801828895552,Bata,3
PAK,Scrypt,PoW,69684455.4387001,182000000,-0.1723899478499533,-1.0639034981692876,0.01800993983707847,Pakcoin,3
CRB,X11,Proof of Trust,16901016.6609755,16504333,-0.336993830585267,0.511401690775416,-0.2802639824749623,Creditbit ,0
OK,SHA-256,PoW/PoS,74676064.9488608,105000000,-0.31187802303866086,0.8339575929061165,-0.3163054001785043,OKCash,0
LSK,DPoS,DPoS,120012140.0,159918400,3.7188319431315158,1.9254522720225573,0.3058627037378078,Lisk,0
XHI,Scrypt,PoS,10000244677.7002,10008835635,-0.10534679913485204,0.8795023435875868,-0.23991154159814207,HiCoin,0
XWC,Scrypt,PoW/PoS,252005564.19257,300000000,-0.3350048140712459,1.1127814323177896,-0.45655678816467515,WhiteCoin,0
FSC,NeoScrypt,PoW/PoS,1120385.00502,60168145,-0.3476823633338541,0.5810067744068141,-0.21104366243298817,FriendshipCoin,0
J,Multiple,PoW,3332922.5,2800000,-0.13404519943007492,-1.8132397348535294,0.32869672340379325,JoinCoin,3
TRI,X13,PoW/PoS,140777.753365,120000,-0.27360967044725504,1.7945268604455242,-0.489573635273541,Triangles Coin,0
VOLLAR,Equihash+Scrypt,PoW,100000000.0,2100000000,-0.10631553686290417,-2.564159018986472,0.19845557604396036,Vollar,3
EOS,DPoS,DPoS,1020544523.0722,0,3.728703967797557,1.925915075519073,0.30583122381236183,EOS,0
RCC,Ethash,PoW,24487944.0958204,24487944,-0.15587661400006433,-2.111292511829962,0.3313416562330882,Reality Clash,3
OXY,DPoS,DPoS,1122382283.37,0,3.7299485158206735,1.925959028719645,0.30582710551961334,Oxycoin,0
TCH,SHA-256,PoS,1000000000.0,1000000000,-0.2525042510180261,0.6009563695791353,-0.09903123602200228,TigerCash,0
WAVES,Leased POS,LPoS,100000000.0,100000000,-0.45386186718960325,3.4502282013808108,16.82982869001836,Waves,1
PART,PoS,PoS,9283137.5558676,8634140,-0.3578416682868723,1.5578351943332733,-0.18478773035047275,Particl,0
BTT,TRC10,DPoS,989988713439.649,990000000000,34.06670698975653,1.801412513831725,0.21952962220498273,BitTorrent,2
NXT,PoS,PoS/LPoS,1000000000.0,1000000000,-0.36772564564301663,1.747392241109916,-0.13395511401011898,Nxt,0
ZEPH,SHA-256,DPoS,1999999995.3056,2000000000,2.469347273905551,0.8041577396343713,0.15559840099012429,ZEPHYR,0
GAP,Scrypt,PoW/PoS,14931046.1546605,250000000,-0.3382564069566756,1.1127022894461032,-0.4565456572163671,Gapcoin,0
BDX,CryptoNight,PoW,980222595.0,1400222610,0.32304822926586735,-2.320851264860676,0.33379478117812794,Beldex,3
ZEN,Equihash,PoW,7296537.5,21000000,-0.12954870297955096,-2.055656774236706,0.23402774172525628,Horizen,3
XBC,Scrypt,PoS,128326.99633965,1000000,-0.29847892092742523,0.8798256323359068,-0.2391981543591314,BitcoinPlus,0
